,Author,Text,Time,Like Count,Currency ISO Code,Url,target
1782,BlackCentaurFX,British Pound (GBP) Latest: Negative Rates and New Lockdown Limit Downside in EUR/GBP https://t.co/Nwx7RYXgP7 via DailyFX #forex #fx,2021-01-08 09:00:38+00:00,0,GBP,https://twitter.com/BlackCentaurFX/status/1347468244064612352,1.0
1783,notayesmansecon,Nice to see the UK Pound £ above 141 Yen this morning #GBP,2021-01-08 08:43:18+00:00,0,GBP,https://twitter.com/notayesmansecon/status/1347463878989508608,1.0
1784,MrTempter,GBP/USD Forecast: British pound continued to the lowerside https://t.co/XMVnhqWPgW,2021-01-08 06:08:44+00:00,0,GBP,https://twitter.com/MrTempter/status/1347424981077151744,1.0
1785,campsbay_com,"20.9083 ZAR for 1 GBP @ January 7, 2021 at 06:20AM @the_sa_rand #ZAR #RAND #GBP #POUND",2021-01-08 04:20:05+00:00,0,GBP,https://twitter.com/campsbay_com/status/1347397640502312960,1.0
1786,MajorFXNow,EUR/GBP to reach last year's highs as BoE set to move into negative territory – MUFG: The pound has underperformed so far this week with EUR/GBP hitting an intra-day high yesterday of 0.9085 up from around 0.8950 at the start of the ...,2021-01-08 04:01:32+00:00,0,GBP,https://twitter.com/MajorFXNow/status/1347392971247796227,1.0
1787,idontbelieve1t,"Banks and supermarkets are now accepting claps as payment from all NHS staff

1 clap is equivalent to one pound GBP

#facts #ThunderclapForCarers #clapforcarers",2021-01-07 23:23:56+00:00,2,GBP,https://twitter.com/idontbelieve1t/status/1347323112342360070,1.0
1788,harrysapkota,"@elonmusk Hello best friend, can I borrow a few thousand pounds (i.e GBP) and pay you back when we meet in Mars in equivalent Mars currency? Retweet if you want my bank details!",2021-01-07 21:40:14+00:00,0,GBP,https://twitter.com/harrysapkota/status/1347297014523056130,1.0
1789,peng_xfred,"@dollaretteco still dominates,say, a decades later  40%, lelatively dominates ,like GBP,now is only several percentage in the trading blanket. hundreds years ago pound is the king for a longtime.",2021-01-07 20:51:30+00:00,1,GBP,https://twitter.com/peng_xfred/status/1347284751082692608,1.0
1790,FXstreetReports,GBP/USD Forecast: Pound needs a fresh catalyst By @ValBednarik https://t.co/25qZIfomWN #GBPUSD #Recommended #Coronavirus,2021-01-07 19:37:55+00:00,0,GBP,https://twitter.com/FXstreetReports/status/1347266234375614466,1.0
1791,ridvandoger,"There is no doubt that DART is a real sport. Gerwyn Price won 500,000 £ (GBP) at PDC World Championship recently. @OfficialPDC @Gezzyprice 

DART gercek bir spordur. Gerwyn Price gecenlerde Dunya Sampiyonasinda 500,000 Pound para odulu kazandi. #Dart #dartplayers #pdc",2021-01-07 19:35:59+00:00,2,GBP,https://twitter.com/ridvandoger/status/1347265744397078529,1.0
1792,MajorFXNow,"GBP/EUR: Pound Under Pressure On Covid Fears: At 05:15 UTC, GBP/EUR trades a few pips lower at €1.1038. The Pound is under pressure amid growing concerns over coronavirus. Prime Minister Boris ...",2021-01-07 19:02:01+00:00,0,GBP,https://twitter.com/MajorFXNow/status/1347257199387557890,1.0
1793,FanTeamOfficial,"💬 You asked...

👂 We listened...

💷 U.K. GBP currency is now available to United Kingdom users on https://t.co/Urdazm9lEu

Deposit, Play, Bet and Withdraw in British Pounds across all of our products, from today.

This applies to both new and existing #FanTeam customers. https://t.co/EZZ196uOja",2021-01-07 17:55:48+00:00,25,GBP,https://twitter.com/FanTeamOfficial/status/1347240535061377031,1.0
1794,FirmLux,"On Thursday, the Pound to Euro exchange rate traded higher this morning, and was recovering from last week’s lows. GBP/E...   -  For the full articale visit our website: https://t.co/ndoPQptmCu https://t.co/xfndb4JsGJ",2021-01-07 17:43:39+00:00,0,GBP,https://twitter.com/FirmLux/status/1347237476033830912,1.0
1795,exchangeratesuk,Pound US Dollar (GBP/USD) Exchange Rate Recovery Limited as Safe Havens Still Seeing Demand https://t.co/6k58vkxQvj,2021-01-07 17:41:05+00:00,0,GBP,https://twitter.com/exchangeratesuk/status/1347236828810801153,1.0
1796,exchangeratesuk,Pound to Australian Dollar (GBP/AUD) Exchange Rate Rises as UK GP Surgeries Offer Covid-19 Vaccine https://t.co/OXw5UgHMK5,2021-01-07 17:41:04+00:00,0,GBP,https://twitter.com/exchangeratesuk/status/1347236825816051712,1.0
1797,CurrencyBuzzer,Latest rate of US Dollar to British Pound ( USD to GBP ) USD/GBP is 0.74 . #BritishPound #GBP #USDTOGBP #forex #currency . check updates on this url https://t.co/m8rKlnGlyJ,2021-01-07 17:15:02+00:00,0,GBP,https://twitter.com/CurrencyBuzzer/status/1347230276506824712,1.0
1798,Francesc_Forex,"Scotiabank 2/3: This time yesterday, it seemed that sterling was headed for a re-test of the 1.37 mark, today that seems less likely, but the pound still remains on an upward (albeit choppy) trend that would suggest GBP gains are scheduled to resume.",2021-01-07 16:59:06+00:00,0,GBP,https://twitter.com/Francesc_Forex/status/1347226266198568960,1.0
1799,iain101277__,@HenrieVIII That's because the official name is Pound Sterling. Unofficial it's the British pound. The stock exchange will use GBp when talking in Pence Sterling,2021-01-07 16:15:07+00:00,1,GBP,https://twitter.com/iain101277__/status/1347215196000022533,1.0
1800,coulls,@EdwardDeclan @julianhosp @set4K2D @defichain 1/ I can probably answer this in a few tweets. Imagine you have US Dollars and want British Pounds. You traditionally go to your bank and they put the USD in one account and withdraw and give you the equivalent GBP from the other account. Then they charge you for the service.,2021-01-07 15:53:47+00:00,2,GBP,https://twitter.com/coulls/status/1347209828914094090,1.0
1801,harisonhbn9718,"This it's a screenshoot of my overview on monthly chart about the Great Britain Pound. So guys, I have a next target for this par GBP/USD called Great Britain Pound/U.S. Dollar. So, the britanic currency it's still more strongest agains the rival U.S. Dollar. https://t.co/41w5X83674",2021-01-07 15:47:23+00:00,0,GBP,https://twitter.com/harisonhbn9718/status/1347208218230075394,1.0
1802,BullishTruths,"@FXstreetNews @eren_fxstreet Definitely smooth but didn’t really lift the pound (GBP) much, was already priced in seems like, nice article...",2021-01-07 15:24:03+00:00,0,GBP,https://twitter.com/BullishTruths/status/1347202344795168770,1.0
1803,CryptoBatesGrou,Visit https://t.co/20syBHFsoK to check the latest #bitcoin price in #gbp #uk #pound. You can also use our free $GBP to $BTC price converter.,2021-01-07 14:00:01+00:00,1,GBP,https://twitter.com/CryptoBatesGrou/status/1347181198913794049,1.0
1804,Robbiejamesking,"@OfficialBigDave I rekon sullivans used some dodgy GBP to koruna conversion app to fleece the Czech lads and wants to get more in before he's sussed 

Soucek and Coufal are on about 9 pound an hour",2021-01-07 12:49:12+00:00,4,GBP,https://twitter.com/Robbiejamesking/status/1347163376552710145,1.0
1805,EnfieldforEU,"The market has a lot of good reasons to be gloomy about sterling, Societe Generale forex analysts say. ""That's reflected in sterling’s real effective rates &amp; in EUR/GBP. The consensus thinks the UK is a basket case and the pound’s value reflects that."" #brexitshambles #RejoinEU",2021-01-07 11:39:36+00:00,41,GBP,https://twitter.com/EnfieldforEU/status/1347145859205574657,1.0
1806,educarteconomic,"British Pound (GBP) Latest: USD Stabilizing, Hitting GBP/USD, EUR/USD, AUD/USD https://t.co/GASMYseVOQ",2021-01-07 09:54:26+00:00,0,GBP,https://twitter.com/educarteconomic/status/1347119396280360962,1.0
1807,HichFX,"British Pound (GBP) Latest: USD Stabilizing, Hitting GBP/USD, EUR/USD, AUD/USD | #Forex",2021-01-07 09:50:13+00:00,0,GBP,https://twitter.com/HichFX/status/1347118333800419329,1.0
1808,eBargainsToday,"British Pound (GBP) Latest: USD Stabilizing, Hitting GBP/USD, EUR/USD, AUD/USD: The US Dollar is modestly higher in early European trade Thursday, hitting currencies… https://t.co/scdPZHsAGd  | https://t.co/FHLhKCQA7o  | https://t.co/FHLhKCQA7o #cryptocurrency #Bitcoin #Forex",2021-01-07 09:47:02+00:00,0,GBP,https://twitter.com/eBargainsToday/status/1347117530582712321,1.0
1809,sueyangfx,"British Pound (GBP) Latest: USD Stabilizing, Hitting GBP/USD, EUR/USD, AUD/USD #money #currency #fx #markets #USDnews https://t.co/8Ft4hCpIm6",2021-01-07 09:12:35+00:00,0,GBP,https://twitter.com/sueyangfx/status/1347108863909228544,1.0
1810,sueyangfx,"British Pound (GBP) Latest: USD Stabilizing, Hitting GBP/USD, EUR/USD, AUD/USD #money #currency #fx #markets #EURnews https://t.co/gbrIkgLC5F",2021-01-07 09:11:22+00:00,0,GBP,https://twitter.com/sueyangfx/status/1347108554113765378,1.0
1811,sueyangfx,"British Pound (GBP) Latest: USD Stabilizing, Hitting GBP/USD, EUR/USD, AUD/USD #money #BrexitTransition #fx #markets #GBPnews https://t.co/2sfeYHAoMh",2021-01-07 09:09:25+00:00,0,GBP,https://twitter.com/sueyangfx/status/1347108066488164352,1.0
1812,ICEH_Invest,"""British Pound (GBP) Latest: USD Stabilizing, Hitting GBP/USD, EUR/USD, AUD/USD"" https://t.co/mQSNisF7LI https://t.co/7W7AcPl5cc",2021-01-07 09:03:31+00:00,0,GBP,https://twitter.com/ICEH_Invest/status/1347106581939421184,1.0
1813,SkinnyLegwinya,@f_kxrby *GBP. Pounds. Chelete ya Lizbete.,2021-01-07 08:50:41+00:00,2,GBP,https://twitter.com/SkinnyLegwinya/status/1347103351079628801,1.0
1814,Refess,"Pound to euro exchange rate: Sterling 'subdued' and 'under pressure' as lockdown underway - THE POUND to euro exchange rate has slumped once again, trading lower this morning compared to yesterday's opening rate, as GBP... - https://t.co/yDsdk6qwvC https://t.co/h7YXwvADIL",2021-01-07 08:12:57+00:00,0,GBP,https://twitter.com/Refess/status/1347093857159184384,1.0
1815,cryptozones,"That’s over £27,000 in pound coins #bitcoin #GBP #crypto #klever https://t.co/CnM2PYIDRu",2021-01-07 08:00:33+00:00,0,GBP,https://twitter.com/cryptozones/status/1347090732738342913,1.0
1816,alpeshbp,GBP/USD Price Forecast – Pound Sitting Just Above Previous Resistance https://t.co/j1fDNOVcI7,2021-01-07 07:13:32+00:00,0,GBP,https://twitter.com/alpeshbp/status/1347078900527095814,1.0
1817,campsbay_com,"20.4792 ZAR for 1 GBP @ January 6, 2021 at 06:20AM @the_sa_rand #ZAR #RAND #GBP #POUND",2021-01-07 04:20:04+00:00,0,GBP,https://twitter.com/campsbay_com/status/1347035247964266498,1.0
1818,gentixyz,"@Matony19 @walter_wyckoff Current relative weakness of the GBP vis-a-vis EUR is due to covid mismanagement in UK, it's a transitory effect. Not that I expect a major appreciation of the pound...just a mild one.",2021-01-07 02:04:11+00:00,0,GBP,https://twitter.com/gentixyz/status/1347001051845595136,1.0
1819,s_malhiii,I was today years old when I found out GBP means great British pound,2021-01-06 22:29:46+00:00,6,GBP,https://twitter.com/s_malhiii/status/1346947092774793223,-1.0
1820,TradersExpo,"The GBP/USD is currently stuck between a hard place and a rock, but I think it will rise further over time
https://t.co/L11eC8MXfL
#Pairs #Dollar #Pound #Stuck #Rise #Higher #Sharp #Economies #Lockdown #Global",2021-01-06 22:10:04+00:00,0,GBP,https://twitter.com/TradersExpo/status/1346942134973210626,-1.0
1821,FXstreetReports,GBP/USD Forecast: UK coronavirus cases keep rising in detriment of the pound By @ValBednarik https://t.co/1it463XmeM #GBPUSD #Recommended #Coronavirus,2021-01-06 19:51:37+00:00,0,GBP,https://twitter.com/FXstreetReports/status/1346907293535903745,-1.0
1822,A_Sovereign_Man,"@SantiagoAuFund Bitfinex supports US Dollar (USD), Euro (EUR), Great British Pound (GBP), Japanese Yen (JPY) and Chinese Yuan (CNH).",2021-01-06 19:12:22+00:00,2,GBP,https://twitter.com/A_Sovereign_Man/status/1346897414125285376,-1.0
1823,IdeasPrime,"GBP/CAD | $GBPCAD | $GBP $CAD

pound pairs and Robs secret sauce

Long or short it with BTC on Trade8: https://t.co/THYDAWjTEP https://t.co/4vf6X76S6l",2021-01-06 18:48:01+00:00,0,GBP,https://twitter.com/IdeasPrime/status/1346891285819490304,-1.0
1824,exchangeratesuk,Pound to Rand (GBP/ZAR) Exchange Rate Rallies as Covid-19 Variant Weighs on Rand https://t.co/XL5GTYebPP,2021-01-06 17:41:04+00:00,0,GBP,https://twitter.com/exchangeratesuk/status/1346874438277607426,-1.0
1825,HaloFinancial,"Pound Sterling tumbled after Boris Johnson announced lockdown 3. With most of the UK economy closed, GBP recovery depends on COVID vaccine rollouts. Leading economists have warned that: https://t.co/idxjGAMPtB 
#GBNews #COVID19 https://t.co/RWdgzyu3F2",2021-01-06 17:12:33+00:00,1,GBP,https://twitter.com/HaloFinancial/status/1346867262272249858,-1.0
1826,kwena_mogopa,"@Mathouzant It’s all for money. CSA doesn’t pay them in pounds, lol. Some players use quotas as an excuse to take up the contract but in reality, the GBP is far stronger than the ZAR so when they return home, they are rich.",2021-01-06 16:11:51+00:00,0,GBP,https://twitter.com/kwena_mogopa/status/1346851984763183105,-1.0
1827,GAMSeoulKorea,"HgCapital Trust To Invest About GBP 15.7 Mln In Prophix – Quick Facts: (RTTNews) - Hg, the manager of HgCapital Trust plc (HGT.L) said Wednesday it will invest about 15.7 million pounds in Prophix, with other… https://t.co/bCTHWWsknr #BlogArchive #Markets Seoul, Korea https://t.co/01IE8nuHm0",2021-01-06 12:41:03+00:00,0,GBP,https://twitter.com/GAMSeoulKorea/status/1346798934975414273,-1.0
1828,exchangeratesuk,British Pound to Euro (GBP/EUR) Exchange Rate Struggles to Recover as Euro Resilient https://t.co/M6RDgpVEC4,2021-01-06 11:41:04+00:00,0,GBP,https://twitter.com/exchangeratesuk/status/1346783840019353601,-1.0
1829,educarteconomic,British Pound (GBP) Latest: GBP/USD Rides the Wave Higher on Georgia Votes https://t.co/DCZK4qkuek,2021-01-06 11:30:41+00:00,0,GBP,https://twitter.com/educarteconomic/status/1346781230302437381,-1.0
1830,gideon_,"Post-Brexit GBP recovery in full effect..

🇬🇧🎉

#Brexit #BrexitReality #brexitshambles #BrexitBritain #BrexitLies #BrexitChaos #BrexitDeal #ToryBrexit #Brexiteer #Brexidiots #Brexshit #BorisJohnson #Boris #GBP #GBPTOEUR #EUR #currency #pound #euro #BrexitDisaster #BrexitIsland https://t.co/WVfRuyTTxF",2021-01-06 11:18:12+00:00,1,GBP,https://twitter.com/gideon_/status/1346778087682428930,-1.0
1831,wticrudeonly,My UK Client... Recent...1.5k mean...1500  Barrel Trading Screen Shot... Profit Only...$40 Pips... mean Profit Only... £425 GBP  Pounds.... https://t.co/UTcZQvX4FP,2021-01-06 11:10:15+00:00,1,GBP,https://twitter.com/wticrudeonly/status/1346776087901077504,-1.0
1832,TradingWaves3,"British Pound (#GBP) Latest: #GBPUSD Rides the Wave Higher on Georgia Votes

The US Democrats look well placed to win both Senate seats on offer in Georgia, giving them effective control of both Houses of Congress, sending USD lower and currencies like GBP higher.

@Investingcom",2021-01-06 10:07:21+00:00,0,GBP,https://twitter.com/TradingWaves3/status/1346760257675128832,-1.0
1833,vegasnewsninja,HEADLINE: British Pound (GBP) Latest - Post-Brexit Trade and Covid-19 Vaccine Talks Supporting Sterling : https://t.co/HsrXGFL0N4 #Scrummyninja #vegaslocals #bashninjas #vegas #vegasnews #lasvegas #summerlin #hendersonlv #lasvegasstrip #vegasstrong #unlv #vegaslocalnews,2021-01-06 10:02:11+00:00,0,GBP,https://twitter.com/vegasnewsninja/status/1346758955565948928,-1.0
1834,educarteconomic,British Pound (GBP) Latest: GBP/USD Rides the Wave Higher on Georgia Votes https://t.co/TokMhaQiuD,2021-01-06 09:54:41+00:00,0,GBP,https://twitter.com/educarteconomic/status/1346757070167683072,-1.0
1835,HichFX,British Pound (GBP) Latest: GBP/USD Rides the Wave Higher on Georgia Votes | #Forex,2021-01-06 09:50:19+00:00,0,GBP,https://twitter.com/HichFX/status/1346755970043670528,-1.0
1836,eBargainsToday,"British Pound (GBP) Latest: GBP/USD Rides the Wave Higher on Georgia Votes: The US Democrats look well placed to win both Senate seats on offer in Georgia, giving them… https://t.co/lcU5EMoDIv  | https://t.co/FHLhKCQA7o  | https://t.co/FHLhKCQA7o #cryptocurrency #Bitcoin #Forex",2021-01-06 09:47:32+00:00,1,GBP,https://twitter.com/eBargainsToday/status/1346755270957965312,-1.0
1837,FxLiveFeeds,British Pound (GBP) Latest: GBP/USD Rides the Wave Higher on Georgia Votes https://t.co/ShmArFVPtn https://t.co/cRr0mooyIT,2021-01-06 09:46:21+00:00,0,GBP,https://twitter.com/FxLiveFeeds/status/1346754972046786560,-1.0
1838,privalgo,"Economists are expecting the UK #economy and #GBP to suffer in the near-term following the new #lockdown. George Vessey, Currency Strategist at Western Union, stated that ""The resurgent pandemic and the subsequent economic restrictions are weighing on the Pound.""",2021-01-06 09:26:11+00:00,0,GBP,https://twitter.com/privalgo/status/1346749895580020743,-1.0
1839,sueyangfx,British Pound (GBP) Latest: GBP/USD Rides the Wave Higher on Georgia Votes #money #BrexitTransition #fx #markets #GBPnews https://t.co/2ZvPESSUDG,2021-01-06 09:14:22+00:00,0,GBP,https://twitter.com/sueyangfx/status/1346746923609444352,-1.0
1840,Colin_Lawrence_,Pound to South African Rand (GBP/ZAR) Exchange Rate Soars Despite Another UK Lockdown https://t.co/lWhFHNukBI,2021-01-06 09:10:32+00:00,0,GBP,https://twitter.com/Colin_Lawrence_/status/1346745959707860993,-1.0
1841,ICEH_Invest,"""British Pound (GBP) Latest: GBP/USD Rides the Wave Higher on Georgia Votes"" https://t.co/awJDwBEbPH https://t.co/7W7AcPl5cc",2021-01-06 09:03:38+00:00,0,GBP,https://twitter.com/ICEH_Invest/status/1346744220384718848,-1.0
1842,notayesmansecon,Nice to see the UK Pound £ back above 140 Yen this morning #GBP,2021-01-06 08:57:39+00:00,4,GBP,https://twitter.com/notayesmansecon/status/1346742717599117313,-1.0
1843,marcocastiello,"@imaginecurve Multiple currency on a single card (my @StarlingBank card support both euro and pound) and different default cards for different currencies, so if I pay something in GBP it goes on a card while in EUR on another without me switching card every time",2021-01-06 08:06:51+00:00,1,GBP,https://twitter.com/marcocastiello/status/1346729930604867584,-1.0
1844,alpeshbp,GBP/USD Price Forecast – British Pound Trying to Recover https://t.co/ORiqS1FPvx,2021-01-06 07:13:28+00:00,0,GBP,https://twitter.com/alpeshbp/status/1346716498304389120,-1.0
1845,TSQWK1,"🔔🔔
The pound’s Brexit deal honeymoon looks well and truly over, with the currency off to the worst start to the year among its Group-of-10 peers 
#Brexit
#GBP
https://t.co/dD0bCoq1f6",2021-01-06 06:39:16+00:00,0,GBP,https://twitter.com/TSQWK1/status/1346707892305612803,-1.0
1846,IdeasPrime,"GBP/USD | $GBPUSD | $GBP $USD

Surprise for Oil, Georgia election and stable pound

Long or short it with BTC on Trade8: https://t.co/ru9h0Dr3sf https://t.co/553d4f6tEy",2021-01-06 06:39:01+00:00,0,GBP,https://twitter.com/IdeasPrime/status/1346707826681503744,-1.0
1847,TheFortuneTell5,"Why 'almost'!?
#BorisJohnson #Covid19UK #COVID19 #CovidVaccine #COVID #coronavirusuk #coronavirus #lockdown #lockdownuk #Lockdown3 #England #EnglandLockdown #UK #Economy #Growth #Recession $GBP #Pound #Sterling #London #londonlockdown $GBPUSD #GBPUSD #GBP $EWU #British #Britain https://t.co/KZH1PALtmb",2021-01-06 04:36:18+00:00,0,GBP,https://twitter.com/TheFortuneTell5/status/1346676945417863169,-1.0
1848,campsbay_com,"20.4702 ZAR for 1 GBP @ January 5, 2021 at 06:20AM @the_sa_rand #ZAR #RAND #GBP #POUND",2021-01-06 04:20:04+00:00,1,GBP,https://twitter.com/campsbay_com/status/1346672861495386112,-1.0
1849,MajorFXNow,Pound Sterling Price News and Forecast: GBP/USD is struggling just to the south of the 1.3600 level: GBP/USD has struggled to regain a grip on the 1.3600 level on Thursday after England and other parts of the UK entered into a stricter lockdown in an ...,2021-01-06 03:58:01+00:00,0,GBP,https://twitter.com/MajorFXNow/status/1346667312271671296,-1.0
1850,Signaltradeh,"British Pound Techs: GBP/USD Two-Year-Highs, GBP/JPY Wedge Break https://t.co/UZjVXZWNn4",2021-01-06 03:19:02+00:00,0,GBP,https://twitter.com/Signaltradeh/status/1346657500888633346,-1.0
1851,traderHMS,"Macro guys, currency traders:

What are the bullish arguments for the British Pound going forward? Discuss. 

#forex #currencies #markets #GBP",2021-01-06 02:31:22+00:00,1,GBP,https://twitter.com/traderHMS/status/1346645502893420544,-1.0
1852,andromedas13,Forex Analysis &amp; Reviews: GBP/USD: plan for the European session on January 5. COT reports (analysis of yesterday's deals). Pound collapsed after introduction of a third national lockdown in England due to coronavirus - Global FX Trading Group Inc. - https://t.co/yiw3v4IPr7 https://t.co/OdZBlq4PsD,2021-01-05 21:45:13+00:00,0,GBP,https://twitter.com/andromedas13/status/1346573494109286406,1.0
1853,vegasnewsninja,HEADLINE: British Pound (GBP) Latest - Post-Brexit Trade and Covid-19 Vaccine Talks Supporting Sterling : https://t.co/HsrXGFL0N4 #Scrummyninja #vegaslocals #bashninjas #vegas #vegasnews #lasvegas #summerlin #hendersonlv #lasvegasstrip #vegasstrong #unlv #vegaslocalnews,2021-01-05 18:53:24+00:00,0,GBP,https://twitter.com/vegasnewsninja/status/1346530253242470401,1.0
1854,Francesc_Forex,"Rabobank 4/7: support expectations around real interest rates and the EUR.
Net #GBP positions have held in positive territory for four consecutive weeks but slipped back moderately in the latest data set. The pound has failed to display much of a relief rally in the wake of the",2021-01-05 17:29:15+00:00,0,GBP,https://twitter.com/Francesc_Forex/status/1346509077023780865,1.0
1855,ICEH_Invest,"""British Pound Techs: GBP/USD Two-Year-Highs, GBP/JPY Wedge Break"" https://t.co/Av0CFAadLh https://t.co/7W7AcPl5cc",2021-01-05 17:03:39+00:00,0,GBP,https://twitter.com/ICEH_Invest/status/1346502633016729600,1.0
1856,BlackCentaurFX,"British Pound Techs: GBP/USD Two-Year-Highs, GBP/JPY Wedge Break https://t.co/XfJAVQWnhE via DailyFX #forex #fx",2021-01-05 16:58:09+00:00,0,GBP,https://twitter.com/BlackCentaurFX/status/1346501249097674752,1.0
1857,TalkMarkets,"British Pound Techs: GBP/USD Two-Year-Highs, GBP/JPY Wedge Break $FXB $FXY $UUP https://t.co/beJlZsIa92",2021-01-05 16:55:01+00:00,0,GBP,https://twitter.com/TalkMarkets/status/1346500460740534272,1.0
1858,HichFX,"British Pound Techs: GBP/USD Two-Year-Highs, GBP/JPY Wedge Break | #Forex",2021-01-05 16:50:01+00:00,0,GBP,https://twitter.com/HichFX/status/1346499202927489024,1.0
1859,eBargainsToday,"British Pound Techs: GBP/USD Two-Year-Highs, GBP/JPY Wedge Break: Sterling started the year on a strong note. But that turned around yesterday, begging the question as… https://t.co/spaLzPsplp  | https://t.co/FHLhKCQA7o  | https://t.co/FHLhKCQA7o #cryptocurrency #Bitcoin #Forex",2021-01-05 16:46:31+00:00,1,GBP,https://twitter.com/eBargainsToday/status/1346498323729895429,1.0
1860,exchangeratesuk,Pound Australian Dollar (GBP/AUD) Exchange Rate Extends Downtrend as UK Lockdown Returns https://t.co/45haKJHMDv,2021-01-05 16:41:09+00:00,0,GBP,https://twitter.com/exchangeratesuk/status/1346496970148503553,1.0
1861,superscoutken,"British Pound Techs: GBP/USD Two-Year-Highs, GBP/JPY Wedge Break https://t.co/DtjOQB4rAC https://t.co/Zegdxl9mvI",2021-01-05 16:40:13+00:00,0,GBP,https://twitter.com/superscoutken/status/1346496735930155009,1.0
1862,sueyangfx,"British Pound Techs: GBP/USD Two-Year-Highs, GBP/JPY Wedge Break #money #BrexitTransition #fx #markets #GBPnews https://t.co/gqUOHI4vQC",2021-01-05 16:39:16+00:00,0,GBP,https://twitter.com/sueyangfx/status/1346496500029927425,1.0
1863,JStanleyFX,"British Pound Techs: GBP/USD Two-Year-Highs, GBP/JPY Wedge Break $GBP $GBPUSD $GBPJPY https://t.co/cbmUucbTNZ https://t.co/K4gzdKGWGJ",2021-01-05 16:33:41+00:00,14,GBP,https://twitter.com/JStanleyFX/status/1346495092253626371,1.0
1864,susan04071,"@David19531501 @Sir_Tom_Tucker @resiguru @brianbloop2 @Pevendish70 @Ciolfilicious1 @SamanthaFoxy1 @chris_burns79 @Hammer_doc @robertcecil1608 @afewpoints @DavidGSmith18 @ShaneJa16905901 @tripleGGGx @thegrimbarian @Jim_Cornelius @Roblev0 @Davidmetroland @Geegana3 @VeuveK @butlerrichard2 @Chris_not_a_bot @Centrefuter @markwh2001 @Gazza41 @Jag11814459 @Macid3000 @IrishEurophile @JohnRya13591294 @The_Leaver @Begentle50 @Swen_2017 @CheeseNBranston @mindedmusically @cathyby @BeowulfSchaefer @f505eb72b9cd493 @GeoffBarton9 @BTTB001 @chrisgregson123 @Matt_GS @dw2essex @MattAdkin @GeoffreyKeey @Edele_Bear @EmporersNewC @davidjamesrobe4 Essentially the markets set the price of a currency versus the others (particularly USD, RMB, Euro) based on the estimated value of the “ economy plus a bit to cope with growth. So value of pound = NPV in USD of economy / (volume of GBP in circulation + debt)",2021-01-05 16:24:19+00:00,1,GBP,https://twitter.com/susan04071/status/1346492736225079297,1.0
1865,cauponium,British Pound (GBP) Latest: GBP/USD Resumes Advance as England Enters Lockdown https://t.co/il9JPKzaiR https://t.co/KgaIBGP1wy,2021-01-05 16:21:03+00:00,0,GBP,https://twitter.com/cauponium/status/1346491914179076096,1.0
1866,CryptoBatesGrou,Visit https://t.co/20syBHFsoK to check the latest #bitcoin price in #gbp #uk #pound. You can also use our free $GBP to $BTC price converter.,2021-01-05 14:00:02+00:00,0,GBP,https://twitter.com/CryptoBatesGrou/status/1346456425900498944,1.0
1867,NobitaServices,@pvgdss How much is that in GBP pounds £ ✓,2021-01-05 13:50:11+00:00,0,GBP,https://twitter.com/NobitaServices/status/1346453945724633089,1.0
1868,Sentinelibertas,Translation: I'm printing more GBP funny money and devaluing the pound in your pocket massively. I'll pretend I'm giving you money but not really. Everybody should buy Bitcoin and gold just to store value against this. https://t.co/jxVXIQktIQ,2021-01-05 13:50:05+00:00,4,GBP,https://twitter.com/Sentinelibertas/status/1346453921422839809,1.0
1869,MagnetFx,@t0nyyates I've certainly seen some of this. Some people seem to believe you can just create a Scottish pound that will trade 1 to 1 with GBP,2021-01-05 13:45:46+00:00,0,GBP,https://twitter.com/MagnetFx/status/1346452834389266432,1.0
1870,Forexguruking,"British Pound (GBP) Latest: GBP/USD Resumes Advance as England Enters Lockdown: News that England is moving back into lockdown because of rising Covid-19 infections has been well received by GBP traders, lifting GBP/USD modestly after Monday’s falls. https://t.co/3TBXiRIL0W",2021-01-05 12:10:02+00:00,0,GBP,https://twitter.com/Forexguruking/status/1346428744357924864,1.0
1871,exchangeratesuk,GBP/EUR Outlook: Pound to Euro Rate Slides as England Enters Third National Lockdown https://t.co/jW1ac7xwsb,2021-01-05 11:41:36+00:00,0,GBP,https://twitter.com/exchangeratesuk/status/1346421587965333504,1.0
1872,educarteconomic,British Pound (GBP) Latest: GBP/USD Resumes Advance as England Enters Lockdown https://t.co/U5nVactuUg,2021-01-05 11:30:44+00:00,0,GBP,https://twitter.com/educarteconomic/status/1346418851735609345,1.0
1873,sTeamTraen,"@simonwilson2304 @uk_domain_names If they are remitting in GBP, they will be making money every time the pound goes down...",2021-01-05 11:27:03+00:00,2,GBP,https://twitter.com/sTeamTraen/status/1346417927969497088,1.0
1874,HichFX,British Pound (GBP) Latest: GBP/USD Resumes Advance as England Enters Lockdown | #Forex,2021-01-05 09:50:24+00:00,0,GBP,https://twitter.com/HichFX/status/1346393604042985472,1.0
1875,eBargainsToday,British Pound (GBP) Latest: GBP/USD Resumes Advance as England Enters Lockdown: News that England is moving back into lockdown because of rising Covid-19 infections has… https://t.co/mDClYtY8rh  | https://t.co/FHLhKCQA7o  | https://t.co/FHLhKCQA7o #cryptocurrency #Bitcoin #Forex,2021-01-05 09:50:03+00:00,0,GBP,https://twitter.com/eBargainsToday/status/1346393513773072384,1.0
